이름,세부카테고리,주소,위도,경도,전화번호,링크
황도바지락칼국수,"한식>칼국수,만두",서울특별시 송파구 백제고분로 358,37.5042987,127.1060035,,
개나리아구찜 본점,"한식>아귀찜,해물찜",서울특별시 송파구 오금로15길 7-8 1층,37.5126511,127.1090725,,https://www.instagram.com/gaenariagu_headoffice/
표현식당 방이점,"한식>육류,고기요리",서울특별시 송파구 올림픽로32길 18-22 지상1층,37.5140497,127.1081799,,https://app.catchtable.co.kr/ct/shop/Pyohyeon2020
우대포 위례본점,"한식>육류,고기요리",서울특별시 송파구 위례광장로 120 155호,37.4744912,127.1417064,,
당산오돌 영등포본점,"한식>육류,고기요리",서울특별시 영등포구 국회대로37길 6 1층,37.5275599,126.8997656,,https://blog.naver.com/skill8114
곱 문래본점,"한식>곱창,막창,양",서울특별시 영등포구 당산로 34 1층 118호,37.5175841,126.8963817,,https://blog.naver.com/restaurant_gop
천수냉면 본점,한식>냉면,서울특별시 영등포구 가마산로71길 8 1층,37.5066025,126.9094954,,https://www.해장은천수냉면.com/default/
신풍낙지,한식>낙지요리,서울특별시 영등포구 대림로 220,37.5005489,126.8979414,,
계단칼국수 강남성심병원본점,"한식>칼국수,만두",서울특별시 영등포구 시흥대로187길 11 2층,37.4926006,126.9078447,,https://www.instagram.com/gyedan_kalguksu?igsh=NXRkc2hqb21wdmN1
삼거리먼지막순대국,"한식>순대,순댓국",서울특별시 영등포구 시흥대로185길 11,37.4917462,126.9072201,,http://itvplus.co.kr/home6/sam/
강강술래 당산점,"한식>육류,고기요리",서울특별시 영등포구 선유로 251 2층,37.5351457,126.8968369,,https://sullai.com/
일미집,한식>감자탕,서울특별시 용산구 후암로 1-1,37.5461499,126.9782749,,https://m.shopping.naver.com/fresh/localfood/stores/100754990/products/4931260768?NaPm=ct%3Dklt82492%7Cci%3Dshoppingwindow%7Ctr%3Dmyz%7Chk%3Dc83efaf1ee49112feb939543d40da38f8f39150e%7Ctrx%3D
열정도고깃집,한식>돼지고기구이,서울특별시 용산구 백범로87길 55 열정도고깃집,37.5396892,126.9694631,,https://catchtable.co.kr/yeoljungdogogi
열정도쭈꾸미,한식>주꾸미요리,서울특별시 용산구 백범로87길 40 열정도쭈꾸미,37.5390559,126.9689468,,https://app.catchtable.co.kr/ct/shop/passionchukkumi
제주마실,"한식>육류,고기요리",서울특별시 은평구 응암로13길 11-10 1층,37.5890431,126.9164673,,https://www.instagram.com/jejumasil_
가원,"한식>육류,고기요리",서울특별시 은평구 진흥로1길 34 1층,37.6034421,126.9186010,,https://www.instagram.com/gawon_0605_
봉평옹심이메밀칼국수,"한식>칼국수,만두",서울특별시 은평구 연서로 247 1층,37.6197690,126.9219984,,
두꺼비집,한식>오징어요리,서울특별시 은평구 연서로28길 5 두꺼비집,37.6181357,126.9209815,,https://www.instagram.com/wonjo.squid
대성이네,한식>찜닭,서울특별시 은평구 은평로13길 11 1층 대성이네,37.6022680,126.9253340,,https://blog.naver.com/yoon1833
황생가칼국수,"한식>칼국수,만두",서울특별시 종로구 북촌로5길 78,37.5801317,126.9806900,,http://황생가칼국수.com
창신동매운족발,"한식>족발,보쌈",서울특별시 종로구 종로51길 23 1층 창신동매운족발,37.5730483,127.0115220,,
고기하다,"한식>육류,고기요리",서울특별시 종로구 대학로 133-5 고기하다,37.5829527,127.0013669,,
삼겹살 전문점 대통령,한식>돼지고기구이,서울특별시 중구 장충단로 249-24,37.5674462,127.0076734,,
필동면옥,한식>냉면,서울특별시 중구 서애로 26,37.5603727,126.9969235,,
중앙갈치식당,"한식>해물,생선요리",서울특별시 중구 남대문시장길 22-12,37.5597919,126.9770794,,http://cityfood.co.kr/h9/jung-angsigdang
무교동북어국집,한식>해장국,서울특별시 중구 을지로1길 38,37.5677548,126.9798583,,
남포면옥,한식>냉면,서울특별시 중구 을지로3길 24,37.5671396,126.9815998,,
전설의우대갈비 서울시청직영점,"한식>육류,고기요리",서울특별시 중구 남대문로9길 40 2층 206~209호,37.5669879,126.9804297,,https://www.instagram.com/udaegalbioflegend
금돼지식당,한식>돼지고기구이,서울특별시 중구 다산로 149 1층,37.5570932,127.0116976,,https://gold-pig.com/
약수동해물텀벙,"한식>아귀찜,해물찜",서울특별시 중구 다산로10길 11,37.5535718,127.0107340,,https://smartstore.naver.com/ysd_haemulteombeong/products/11610351885
옥경이네건생선,"한식>해물,생선요리",서울특별시 중구 퇴계로85길 7,37.5661034,127.0195515,,
신당육,"한식>육류,고기요리","서울특별시 중구 다산로46길 36 2층, 3층, 4층",37.5664523,127.0182824,,https://www.instagram.com/shindang6
깃대봉냉면,한식>냉면,서울특별시 중구 청계천로 400 베네치아메가몰 2층 2038호,37.5714179,127.0225185,,
원할머니보쌈족발 본점,"한식>족발,보쌈",서울특별시 중구 난계로 201 2층,37.5696505,127.0231752,,https://www.instagram.com/wongrandma.origin/
한동길뼈다귀감자탕 신내본점,한식>감자탕,"서울특별시 중랑구 신내로 225 디아뜨갤러리 153,154,155호",37.6168007,127.0919919,,
다몽집 신논현본점,"한식>육류,고기요리",서울특별시 강남구 강남대로100길 13 지하1층/2층 다몽집,37.5017942,127.0271567,,https://blog.naver.com/jhoon0729
원조해장촌 뼈구이한판 감자탕 선릉역점,한식>감자탕,서울특별시 강남구 선릉로86길 28 지상2층,37.5036221,127.0520712,,https://www.instagram.com/Original_Haejangchon1
농민백암순대 본점,"한식>순대,순댓국",서울특별시 강남구 선릉로86길 40-4,37.5037000,127.0530139,,
육미안 강남점,한식>소고기구이,서울특별시 강남구 강남대로106길 9 1층,37.5029887,127.0263989,,https://app.catchtable.co.kr/ct/shop/yukmian_gangnam
새돌집 논현본점,"한식>육류,고기요리",서울특별시 강남구 언주로148길 14 동림상가 나동 108호,37.5207137,127.0363106,,https://catchtable.co.kr/samwha1972
신동궁 감자탕 뼈숯불구이 선릉직영점,한식>감자탕,서울특별시 강남구 선릉로86길 39 1층 신동궁감자탕 뼈숯불구이,37.5040863,127.0529113,,
신동궁감자탕 뼈숯불구이 역삼직영점,한식>감자탕,서울특별시 강남구 테헤란로10길 21 1층 신동궁감자탕뼈숯불구이,37.4978882,127.0328327,,
탕탕집 논현본점,한식>해장국,서울특별시 강남구 학동로4길 12,37.5106522,127.0230780,,
하동관 코엑스몰직영점,"한식>곰탕,설렁탕",서울특별시 강남구 영동대로 513 코엑스몰 B1 J101,37.5112552,127.0597543,,
압구정제주집,"한식>육류,고기요리",서울특별시 강남구 논현로152길 36 1층,37.5215405,127.0311181,,https://압구정제주집.com
농민백암순대,"한식>순대,순댓국",서울특별시 강남구 역삼로3길 20-4,37.4949366,127.0314467,,
더식당,한식>주꾸미요리,서울특별시 강동구 천호대로157길 24 2층,37.5387698,127.1275492,,
시집그릴하우스,한식>돼지고기구이,"서울특별시 강동구 천호대로158길 15-8 지하1층, 1층",37.5364109,127.1265996,,
돼봉삼겹살 천호점,한식>돼지고기구이,서울특별시 강동구 천호대로157길 52 1층 돼봉삼겹살,37.5398977,127.1279848,,https://app.catchtable.co.kr/ct/shop/dwaebongcheonho
곱창폭식 천호점,"한식>곱창,막창,양",서울특별시 강동구 천호대로157길 19 1층,37.5389002,127.1270513,,https://www.instagram.com/gobchangpoksik_cheonho/
돈사돈 강동직영점,한식>돼지고기구이,서울특별시 강동구 올림픽로 675 1층,37.5418358,127.1242832,,
진정한족발 강동천호본점,"한식>족발,보쌈",서울특별시 강동구 천호옛14길 10 101호 진정한족발,37.5360875,127.1260892,,https://youtube.com/watch?v=yz8g31qBstE
명성왕족발,"한식>족발,보쌈",서울특별시 강동구 상암로11길 17 암사시장내 럭키슈퍼 맞은편,37.5505930,127.1287108,,
몽땅족발,"한식>족발,보쌈",서울특별시 강동구 구천면로24길 20-16 몽땅족발,37.5401711,127.1251813,,
충무보쌈족발,"한식>족발,보쌈",서울특별시 강동구 양재대로111길 7,37.5370461,127.1390586,,
진밀옥 강동직영점,"한식>칼국수,만두",서울특별시 강동구 천호대로 1134 1층,37.5340738,127.1372261,,
황도바지락칼국수 길동본점,"한식>칼국수,만두",서울특별시 강동구 천호대로 1256 황도바지락칼국수 길동본점,37.5368500,127.1501499,,
삼끼막창 천호본점,"한식>곱창,막창,양",서울특별시 강동구 올림픽로77길 10 1층 삼끼막창,37.5428614,127.1243935,,https://app.catchtable.co.kr/ct/shop/samkki_cheonho
세광양대창 천호점,"한식>곱창,막창,양",서울특별시 강동구 천호대로157길 34,37.5392084,127.1277171,,https://www.instagram.com/sekwang_official/
가마솥순대국밥 강동역점,"한식>순대,순댓국",서울특별시 강동구 천호대로 1107 1층 104호,37.5354544,127.1348964,,https://blog.naver.com/kamasot_gukbab
한촌설렁탕 강동점,"한식>곰탕,설렁탕",서울특별시 강동구 진황도로 110 1층,37.5349908,127.1381098,,
함흥본가면옥 길동사거리점,한식>냉면,서울특별시 강동구 양재대로 1428 성림빌딩,37.5333332,127.1387199,,
함경면옥 본점,한식>냉면,서울특별시 강동구 강동대로 215 삼안빌딩,37.5235769,127.1300329,,
봉메밀,한식>막국수,서울특별시 강동구 천호대로203길 10,37.5384954,127.1519559,,
청년감자탕 명일역점,한식>감자탕,서울특별시 강동구 상암로47길 90 1층,37.5503874,127.1446923,,
양평해장국 고덕역점,한식>해장국,서울특별시 강동구 동남로73길 31 1층 양평해장국 고덕역점,37.5528478,127.1543664,,
푸주옥설렁탕,"한식>곰탕,설렁탕",서울특별시 강동구 강동대로 209,37.5238690,127.1297570,,
우미향가,"한식>육류,고기요리",서울특별시 강동구 풍성로 204 1층,37.5292039,127.1344084,,https://www.instagram.com/woomi.official/
한촌설렁탕 강동명일점,"한식>곰탕,설렁탕",서울특별시 강동구 동남로 881 1층,37.5521897,127.1560009,,http://www.hanchon.kr/new/
마시쏘부대찌개 길동점,"한식>찌개,전골",서울특별시 강동구 진황도로47길 73 1층,37.5378406,127.1405426,,
경송 천호본점,"한식>육류,고기요리",서울특별시 강동구 천호대로159길 22 1층 경송,37.5385627,127.1279664,,https://app.catchtable.co.kr/ct/shop/kyungsong
깃든,"한식>육류,고기요리",서울특별시 강북구 월계로7나길 46-5 1층 깃든,37.6132653,127.0316888,,https://app.catchtable.co.kr/ct/shop/gitdeun_bang
장수마늘보쌈,"한식>족발,보쌈",서울특별시 강북구 한천로 960 1층 장수마늘보쌈,37.6356597,127.0338379,,
대민족,"한식>족발,보쌈",서울특별시 강북구 도봉로69길 16,37.6310051,127.0225878,,
무안왕족발 수유재래시장 본점,"한식>족발,보쌈",서울특별시 강북구 도봉로71길 16 무안왕족발 수유재래시장 본점,37.6314893,127.0231424,,
할머니왕족발,"한식>족발,보쌈",서울특별시 강북구 노해로8가길 12,37.6386100,127.0237434,,https://blog.naver.com/cocort
함지칼국수 본점,"한식>칼국수,만두",서울특별시 강북구 솔매로 105 1층,37.6257487,127.0239000,,
순곱이네 미아점,"한식>찌개,전골",서울특별시 강북구 도봉로10가길 15 2층,37.6130085,127.0313661,,https://www.instagram.com/mia_hoegwan_2nd/
원조할매곱창,"한식>곱창,막창,양",서울특별시 강북구 월계로3길 68,37.6126462,127.0315000,,https://smartstore.naver.com/wonjohalmaegopechang
시래기화덕생선구이,한식>국밥,서울특별시 강북구 4.19로 61-1 1층,37.6460421,127.0077917,,
벼랑순대국 본점,"한식>순대,순댓국",서울특별시 강북구 한천로 924,37.6343190,127.0372279,,
진호횟집 수유본점,한식>생선회,서울특별시 강북구 도봉로98길 33 진호횟집,37.6412617,127.0314406,,https://app.catchtable.co.kr/ct/shop/jinhohoi
조개일번지,한식>조개요리,서울특별시 강북구 도봉로8길 37 1층,37.6121233,127.0321692,,https://blog.naver.com/jogae1bunji
수유손칼국수,"한식>칼국수,만두",서울특별시 강북구 도봉로101길 45,37.6439712,127.0283701,,
조마루감자탕 미아점,한식>감자탕,서울특별시 강북구 솔샘로 332,37.6169942,127.0290689,,
조선감저,한식>감자탕,서울특별시 강북구 솔샘로 220 1층,37.6199241,127.0170102,,https://www.instagram.com/gamjatang_chosun
속초할머니감자탕본점,한식>감자탕,서울특별시 강북구 인수봉로58길 4-11,37.6368223,127.0133453,,
부잣집설렁탕,"한식>곰탕,설렁탕",서울특별시 강북구 도봉로8길 9,37.6128369,127.0308262,,
신의주찹쌀순대 우이솔밭공원점,"한식>순대,순댓국",서울특별시 강북구 삼양로 573 1층 신의주찹쌀순대 우이솔밭공원점,37.6540627,127.0126047,,
서래옥설렁탕,"한식>곰탕,설렁탕",서울특별시 강북구 수유로 11 서래옥설렁탕,37.6320424,127.0182033,,
육대장 수유점,한식>국밥,서울특별시 강북구 4.19로 51 1층,37.6465887,127.0088257,,https://www.yukdaejang.com
선정설렁탕 미아점,"한식>곰탕,설렁탕",서울특별시 강북구 솔샘로67길 142,37.6233821,127.0265375,,
의정부부대찌개,"한식>찌개,전골",서울특별시 강북구 도봉로6길 12 1층,37.6125100,127.0308206,,https://www.instagram.com/uijungbudae_mia?igsh=YmpucnEyNGpqb2dn&utm_source=qr
신의주부대찌개,"한식>찌개,전골",서울특별시 강북구 한천로131길 7,37.6387531,127.0278897,,
땅스부대찌개 수유점,"한식>찌개,전골",서울특별시 강북구 도봉로 261,37.6315607,127.0234788,,https://www.youtube.com/@tsbudae_official
육육곱창 수유점,"한식>곱창,막창,양",서울특별시 강북구 도봉로87길 40 103호,37.6391665,127.0236538,,https://www.instagram.com/66gobchang/
일품한우 마곡본점,"한식>육류,고기요리",서울특별시 강서구 마곡중앙로 161-22 2층,37.5686383,126.8257851,,https://www.instagram.com/ilpumhanu_magok/
송쭈집 마곡,한식>주꾸미요리,서울특별시 강서구 마곡서로 158 센트럴타워2차 2층 송쭈집 마곡나루점,37.5680891,126.8254241,,http://instagram.com/songjjuzip_magok
만배아리랑보쌈 본점,"한식>족발,보쌈",서울특별시 강서구 화곡로 131 1층,37.5408873,126.8362651,,https://manbaefood.com/index
만배아리랑보쌈 등촌본점,"한식>족발,보쌈",서울특별시 강서구 등촌로51길 17 1층,37.5488955,126.8623998,,
청년족발 마곡본점,"한식>족발,보쌈","서울특별시 강서구 마곡중앙4로 22 A동 101,102호(파인스퀘어)",37.5585471,126.8290977,,
하영족발과보쌈 등촌본점,"한식>족발,보쌈",서울특별시 강서구 화곡로64길 82 1층 하영족발과보쌈,37.5557293,126.8573873,,https://www.instagram.com/hayeong_jbk
사위식당 마곡점,"한식>곱창,막창,양",서울특별시 강서구 공항대로 227 1층 112호,37.5596535,126.8329448,,https://www.facebook.com/Saweerestaurant
벽돌곱창 마곡본점,"한식>곱창,막창,양",서울특별시 강서구 마곡중앙6로 93 열린프라자 115호,37.5601356,126.8376979,,https://www.벽돌곱창.com
세광양대창 발산점,"한식>곱창,막창,양",서울특별시 강서구 마곡중앙6로 89 1동 1층,37.5600358,126.8373552,,https://www.instagram.com/sekwang__balsan/
왕세숫대야냉면 행복을파는집,한식>냉면,서울특별시 강서구 공항대로 423,37.5554914,126.8543561,,
목로,"한식>육류,고기요리","서울특별시 강서구 마곡중앙6로 42 사이언스타 2층 209호, 210호 목로",37.5601077,126.8320824,,
등촌 최월선칼국수,"한식>칼국수,만두",서울특별시 강서구 화곡로64길 68,37.5560116,126.8566894,,
신촌감자탕해물뼈찜,한식>감자탕,서울특별시 강서구 강서로 375,37.5591868,126.8380891,,
본스튜감자탕 등촌점,한식>감자탕,서울특별시 강서구 등촌로 219,37.5493548,126.8634276,,
명가원설농탕 화곡점,"한식>곰탕,설렁탕",서울특별시 강서구 강서로 195,37.5435078,126.8382035,,http://www.jungsungdam.com
원조나주곰탕,"한식>곰탕,설렁탕",서울특별시 강서구 양천로14길 10,37.5726304,126.8100807,,
부대찌개대사관 마곡직영점,"한식>찌개,전골",서울특별시 강서구 마곡중앙6로 11 1층 124~126호,37.5608366,126.8286208,,https://부대찌개대사관.kr/
송탄진대광부대찌개,"한식>찌개,전골","서울특별시 강서구 공항대로 227 1층 115호, 116호",37.5596552,126.8327751,,https://www.instagram.com/jindaekwangmagok
오뎅식당 롯데몰 김포공항점,"한식>찌개,전골",서울특별시 강서구 하늘길 38 롯데몰 김포공항점 GF,37.5640497,126.8032261,,
그집돼지 본점,한식>돼지고기구이,서울특별시 관악구 봉천로 467 1층 그집돼지,37.4824853,126.9519562,,https://www.instagram.com/pighouse___/
정담은보쌈 신림점,"한식>족발,보쌈","서울특별시 관악구 남부순환로 1661 하나빌딩 2, 3, 4층",37.4852304,126.9353860,,http://jungdamun.com/wordpress/
나래족발,"한식>족발,보쌈",서울특별시 관악구 봉천로 465 1층 나래족발,37.4825044,126.9517119,,
문성골족발집,"한식>족발,보쌈",서울특별시 관악구 신원로 16 영신상가,37.4808394,126.9278798,,
이대감명품막창 서울대본점,"한식>곱창,막창,양",서울특별시 관악구 장군봉1길 46,37.4815965,126.9426212,,https://blog.naver.com/leedaegam114
소문난중앙칼국수,"한식>칼국수,만두","서울특별시 관악구 남부순환로 1940 102, 103, 105, 106호",37.4765304,126.9643550,,
명동칼국수샤브샤브 신림역점,"한식>칼국수,만두",서울특별시 관악구 신림로 330 타임스트림 8층,37.4837691,126.9301568,,
낙성대우리한우소곱창,"한식>곱창,막창,양",서울특별시 관악구 인헌길 15 1층,37.4748960,126.9670010,,
또순이원조순대 본점,"한식>순대,순댓국",서울특별시 관악구 신림로59길 14,37.4833160,126.9286503,,https://m.smartstore.naver.com/sillimdongddosooni
전주익산,"한식>순대,순댓국","서울특별시 관악구 신림로59길 14 원조민속순대타운 원빌딩3층 302호, 304호 전주익산",37.4832713,126.9288008,,https://smartstore.naver.com/jeonju_iksan302/products/6080192113
신림황소곱창,"한식>곱창,막창,양",서울특별시 관악구 신림로65길 42,37.4848658,126.9270651,,https://www.instagram.com/sillim.gopchang
전라도시네마,"한식>순대,순댓국",서울특별시 관악구 신림로59길 14 원빌딩 원조민속순대타운 3층 307호,37.4833092,126.9287770,,https://cafe.naver.com/aabb6459
정남옥 서울대입구점,"한식>순대,순댓국",서울특별시 관악구 관악로 148 지층,37.4785394,126.9525926,,
막불감동,한식>냉면,서울특별시 관악구 남부순환로 1599,37.4842899,126.9282701,,
고기굽는사람들 샤로수길본점,"한식>육류,고기요리",서울특별시 관악구 관악로14길 70 효림빌딩 1층 106호,37.4782651,126.9564700,,https://blog.naver.com/sbw1101
우담정,한식>소고기구이,서울특별시 관악구 남부순환로 2082-25 4층,37.4760614,126.9810098,,https://www.instagram.com/woodamjeong_seoul?igsh=dHk2bmtscnJmbXd6
바다가내손아귀,"한식>아귀찜,해물찜",서울특별시 관악구 봉천로 382-1 1층,37.4830053,126.9423127,,https://www.instagram.com/badaga_bongcheon
박막례청진동해장국,한식>해장국,서울특별시 관악구 관악로 105,37.4745903,126.9526746,,
평안도식당 24시 신림점,한식>국밥,서울특별시 관악구 남부순환로 1535 1층,37.4832822,126.9210982,,https://baemin.me/B4iyqxfBi
조마루감자탕 구로디지털1호점,한식>감자탕,서울특별시 관악구 조원로 8,37.4833807,126.9030902,,http://www.jomaru.co.kr/
아우네장터순대국,"한식>순대,순댓국",서울특별시 관악구 봉천로 490,37.4815219,126.9541116,,
전준수 명품청기와감자탕 난곡본점,한식>감자탕,서울특별시 관악구 난곡로 112 대운빌딩1층,37.4653526,126.9199342,,http://blog.kbmyshop.com/%EB%AA%85%ED%92%88%EC%B2%AD%EA%B8%B0%EC%99%80%EB%BC%88%EA%B0%90%EC%9E%90%ED%83%95
고기박사 신림점,"한식>육류,고기요리",서울특별시 관악구 남부순환로 1633 1층 고기박사,37.4847841,126.9321635,,
우리설렁탕,"한식>곰탕,설렁탕",서울특별시 관악구 신림로 190,37.4743513,126.9364125,,
구수옥설렁탕,"한식>곰탕,설렁탕",서울특별시 관악구 남부순환로 1674 1층 구수옥설렁탕,37.4843935,126.9365231,,
돌솥밥추어탕 봉천점,한식>추어탕,서울특별시 관악구 봉천로 375,37.4836072,126.9417656,,
해방촌 부대찌개 타임스트림점,"한식>찌개,전골",서울특별시 관악구 신림로 330 9층,37.4838356,126.9301735,,https://www.instagram.com/haebangchon_budajjigae
정숙성 샤로수길점,"한식>육류,고기요리",서울특별시 관악구 남부순환로226길 31 1층 정숙성,37.4791772,126.9538301,,https://app.catchtable.co.kr/ct/shop/jungsooksung?from=share&type=DINING
최원석의돼지한판&amp;서해쭈꾸미 건대1호점,"한식>육류,고기요리",서울특별시 광진구 아차산로 199 성빌딩,37.5418214,127.0657289,,http://www.instagram.com/pig_k.o
건대 고기굽는놈 본점,"한식>육류,고기요리",서울특별시 광진구 아차산로31길 8 고기굽는놈,37.5413316,127.0694471,,https://app.catchtable.co.kr/ct/shop/gogi_
장충동한방족발,"한식>족발,보쌈",서울특별시 광진구 자양로13나길 4 1층,37.5336659,127.0807407,,
건대 숯불부자곱창,"한식>곱창,막창,양",서울특별시 광진구 동일로24길 102,37.5422956,127.0704986,,https://blog.naver.com/didcjf0414
함흥본가면옥 건대점,한식>냉면,서울특별시 광진구 광나루로 456 (화양동),37.5452287,127.0798987,,https://www.instagram.com/hbmmj
제주곤이칼국수 건대점,"한식>칼국수,만두",서울특별시 광진구 능동로13길 12,37.5427530,127.0711937,,
돕감자탕전문점,한식>감자탕,서울특별시 광진구 아차산로31길 9,37.5414896,127.0692665,,https://www.instagram.com/dobgamjatang/
수돈재,한식>감자탕,서울특별시 광진구 자양로45길 39,37.5528088,127.0907910,,
조선솥뚜껑감자탕,한식>감자탕,서울특별시 광진구 동일로24길 85,37.5426814,127.0696844,,http://조그삼.com
건대통큰감자탕 어린이대공원본점,한식>감자탕,서울특별시 광진구 광나루로26길 16 1층 통큰감자탕,37.5454986,127.0768482,,
신선설농탕 광나루역점,"한식>곰탕,설렁탕",서울특별시 광진구 천호대로 813 신성빌딩,37.5456490,127.1043180,,https://www.instagram.com/sinseonseolnongtang?igsh=dHU0NWVlczV3bDY5
한촌설렁탕 건대입구역점,"한식>곰탕,설렁탕",서울특별시 광진구 아차산로 241,37.5403849,127.0701567,,https://baemin.me/qd2Xgag70
신선설농탕 자양점,"한식>곰탕,설렁탕",서울특별시 광진구 자양로 139 신선설농탕자양점,37.5403156,127.0828995,,http://www.shinsunseolnongtang.co.kr/
놀부부대찌개 건대스타시티점,"한식>찌개,전골",서울특별시 광진구 아차산로 262 더샵스타시티,37.5382023,127.0734681,,
형제특수부위 구로디지털단지역점,"한식>육류,고기요리",서울특별시 구로구 디지털로32나길 17-12,37.4843628,126.8998316,,https://app.catchtable.co.kr/ct/shop/gudibro
마포족발순대국,"한식>족발,보쌈",서울특별시 구로구 경인로 661 신도림1차푸르지오,37.5094337,126.8877731,,
신도림참족발,"한식>족발,보쌈",서울특별시 구로구 경인로 661 신도림1차푸르지오,37.5098654,126.8883892,,
대두족발 구로디지털단지역점,"한식>족발,보쌈",서울특별시 구로구 디지털로32길 97-6 1층 대두족발 구로디지털단지역점,37.4832230,126.9008094,,https://www.instagram.com/ddjokbal/
참조은순대국전문점 구로직영점,"한식>순대,순댓국",서울특별시 구로구 구로중앙로 47,37.4939682,126.8895392,,http://cityfood.co.kr/file2/h_0078/38843/
5.13낙곱새 구로디지털직영점,"한식>곱창,막창,양",서울특별시 구로구 디지털로 288 지하 1층 115호,37.4841335,126.8956955,,https://www.instagram.com/5.13_franchise
옛날황소곱창,"한식>곱창,막창,양",서울특별시 구로구 디지털로32나길 16 1층 옛날황소곱창,37.4838333,126.9005158,,https://blog.naver.com/ohime728/223039421550
김돈이 구로점,한식>돼지고기구이,서울특별시 구로구 디지털로32다길 15 영우빌딩,37.4820817,126.8999011,,
금성관나주곰탕 구로직영점,"한식>곰탕,설렁탕",서울특별시 구로구 디지털로32길 92 1층 101호,37.4828547,126.8999400,,https://smartstore.naver.com/slow_naju
서울안심축산 신도림푸르지오1차점,"한식>육류,고기요리",서울특별시 구로구 경인로 661 2층 전문식당가,37.5094489,126.8877687,,https://app.catchtable.co.kr/ct/shop/impery
서일순대국전문 구로점,"한식>순대,순댓국",서울특별시 구로구 구로중앙로 6 서일순대국,37.4911127,126.8927211,,
미켈고깃집 구로점,"한식>육류,고기요리",서울특별시 구로구 디지털로34길 55 코오롱싸이언스밸리2차 지하 105호,37.4841594,126.8994585,,
맛찬들왕소금구이 구로점,"한식>육류,고기요리",서울특별시 구로구 디지털로32나길 17-28,37.4848886,126.8997470,,http://www.instagram.com/mcdgrd
왕뼈해장국 고척점,한식>감자탕,서울특별시 구로구 중앙로 101 청솔우성아파트,37.5064179,126.8598840,,
원당감자탕 구로직영점,한식>감자탕,서울특별시 구로구 디지털로31길 38-9,37.4858369,126.8931759,,
부자감자탕 오류동본점,한식>감자탕,서울특별시 구로구 경인로25길 14 1층,37.4970316,126.8442864,,
신선설농탕 고척점,"한식>곰탕,설렁탕",서울특별시 구로구 경인로 387 고척동 72-1 신선설농탕,37.4969863,126.8627961,,http://www.shinsunseolnongtang.co.kr/
국밥장인 구로디지털점,한식>국밥,서울특별시 구로구 시흥대로 565 1층,37.4834993,126.9015620,,
정심재,"한식>곰탕,설렁탕",서울특별시 구로구 디지털로26길 111 1층 108호,37.4824976,126.8967713,,
본가설렁탕 구로점,"한식>곰탕,설렁탕",서울특별시 구로구 디지털로32길 97-39 1층 본가설렁탕,37.4844169,126.9013940,,
한판소갈비,"한식>육류,고기요리",서울특별시 구로구 시흥대로163길 12 1층,37.4816508,126.8993210,,
가산물갈비&amp;즉석소불고기,"한식>육류,고기요리",서울특별시 금천구 가산디지털1로 128 STX V TOWER 110호,37.4770105,126.8839179,,https://smartstore.naver.com/gasanmulgalbi
명륜진사갈비 서울독산점,"한식>육류,고기요리",서울특별시 금천구 시흥대로 447 1층,37.4735761,126.8979033,,https://blog.naver.com/jinsafd
여신족발,"한식>족발,보쌈",서울특별시 금천구 벚꽃로38길 21,37.4822726,126.8843098,,
옛날그맛명동칼국수,"한식>칼국수,만두",서울특별시 금천구 가산디지털1로 131 BYC하이시티 지하1층,37.4770405,126.8819755,,
명동칼국수,"한식>칼국수,만두",서울특별시 금천구 벚꽃로 278 SJ테크노빌 지하1층 B154호 명동칼국수,37.4794855,126.8846163,,
인생파곱창,"한식>곱창,막창,양",서울특별시 금천구 시흥대로52길 42,37.4531984,126.9021562,,
종로곱창,"한식>곱창,막창,양",서울특별시 금천구 시흥대로70길 33,37.4564848,126.9020374,,
벽돌곱창 가산점,"한식>곱창,막창,양","서울특별시 금천구 디지털로10길 37 152, 153호",37.4771272,126.8899392,,https://www.벽돌곱창.com
대패88도매장 서울시흥점,한식>돼지고기구이,서울특별시 금천구 시흥대로 192 에이동 1층,37.4510259,126.9023206,,
아로가 독산본점,"한식>순대,순댓국","서울특별시 금천구 범안로 1212 1층 118호, 119호",37.4661540,126.8960229,,https://www.youtube.com/@arogakr
서귀포화로구이 금천점,한식>돼지고기구이,서울특별시 금천구 가산로 49 서귀포화로구이,37.4713147,126.8973923,,
대판 솥뚜껑김치삼겹살,한식>돼지고기구이,서울특별시 금천구 시흥대로 291 독산 롯데캐슬골드파크3차 WEST동 2층 240호,37.4598096,126.8964803,,
진영면옥,한식>냉면,서울특별시 금천구 가산로 22-5,37.4715782,126.9004447,,https://blog.naver.com/kimsw3710
참숯구이육향 가산디지털단지점,"한식>육류,고기요리",서울특별시 금천구 가산디지털1로 225 105호 육향,37.4850093,126.8792758,,https://app.catchtable.co.kr/ct/shop/chamsuchguiyughyang_guro
개성손만두요리전문점,"한식>칼국수,만두",서울특별시 금천구 가산로9길 22 개성손만두,37.4768083,126.8905398,,
솔향기해물칼국수,"한식>칼국수,만두",서울특별시 금천구 금하로 722,37.4504109,126.9099191,,
가산동닭한마리,한식>닭요리,서울특별시 금천구 가산로 142,37.4779630,126.8913129,,
