이름,세부카테고리,주소,위도,경도,전화번호,링크
메가MGC커피 가양중앙점,"카페,디저트>카페",서울특별시 강서구 양천로 461 1층,37.5631994,126.8522413,,
뚜레쥬르 가양역점,"카페,디저트>베이커리",서울특별시 강서구 양천로57길 16 영보빌딩 1층 뚜레쥬르,37.5634013,126.8524712,,
던킨 김포공항국내선,"카페,디저트>도넛",서울특별시 강서구 하늘길 111 국내선청사 2층 4번 게이트,37.5586937,126.8039549,,https://100원커피이벤트-선착순주문하기.com
스타벅스 우장산역점,"카페,디저트>카페",서울특별시 강서구 강서로 267 (내발산동),37.5495100,126.8360616,,http://www.starbucks.co.kr/
타르데마 베이커리 우장산,"카페,디저트>베이커리",서울특별시 강서구 강서로46길 9,37.5508788,126.8369648,,https://blog.naver.com/unicel1004
스타벅스 사당점,"카페,디저트>카페",서울특별시 관악구 남부순환로 2082-25,37.4761540,126.9810091,,http://www.starbucks.co.kr/
메가MGC커피 아차산역점,"카페,디저트>카페",서울특별시 광진구 자양로43길 47,37.5526293,127.0901845,,
메가MGC커피 중곡역점,"카페,디저트>카페",서울특별시 광진구 능동로 403-1,37.5650833,127.0836385,,
스타벅스 어린이대공원역점,"카페,디저트>카페",서울특별시 광진구 능동로 243 (군자동),37.5519460,127.0764040,,http://www.starbucks.co.kr/
파리바게뜨 개봉역점,"카페,디저트>베이커리",서울특별시 구로구 개봉로20길 66 (개봉동) 1층,37.4934127,126.8579806,,https://www.paris.co.kr/
메가MGC커피 오류동역점,"카페,디저트>카페",서울특별시 구로구 경인로20가길 5,37.4953778,126.8440281,,
배스킨라빈스 구로오류,"카페,디저트>아이스크림",서울특별시 구로구 경인로 197,37.4958780,126.8429817,,https://blog.naver.com/brgirl31/
파리바게뜨 구로항동점,"카페,디저트>베이커리",서울특별시 구로구 항동로3길 4 (항동) 1층,37.4809949,126.8244366,,https://www.paris.co.kr/
이디야커피 남구로역점,"카페,디저트>카페",서울특별시 구로구 가리봉동 89-1,37.4848009,126.8871897,,https://blog.naver.com/ediya-coffee
스타벅스 금천독산점,"카페,디저트>카페",서울특별시 금천구 두산로 70 (독산동),37.4694876,126.8955797,,http://www.starbucks.co.kr/
스타벅스 금천시흥점,"카페,디저트>카페",서울특별시 금천구 시흥대로 164 (시흥동),37.4487593,126.9032387,,http://www.starbucks.co.kr/
스타벅스 은행사거리점,"카페,디저트>카페","서울특별시 노원구 중계로 217 중흥빌딩 103,203호 (중계동)",37.6505261,127.0759935,,http://www.starbucks.co.kr/
스타벅스 공릉DT점,"카페,디저트>카페",서울특별시 노원구 동일로 1015 (공릉동),37.6207656,127.0742442,,http://www.starbucks.co.kr/
스타벅스 공릉역점,"카페,디저트>카페",서울특별시 노원구 동일로 1081 (공릉동),37.6264155,127.0722835,,http://www.starbucks.co.kr/
스타벅스 월계트레이더스점,"카페,디저트>카페",서울특별시 노원구 마들로3길 17 (월계동),37.6275840,127.0617758,,http://www.starbucks.co.kr/
스타벅스 월계이마트점,"카페,디저트>카페",서울특별시 노원구 마들로3길 15 (월계동),37.6271490,127.0621011,,http://www.starbucks.co.kr/
메가MGC커피 방학역점,"카페,디저트>카페",서울특별시 도봉구 도봉로150길 40,37.6658885,127.0453918,,
메가MGC커피 도봉역점,"카페,디저트>카페",서울특별시 도봉구 도봉로 817 1층,37.6773716,127.0447173,,
스타벅스 신설동역점,"카페,디저트>카페",서울특별시 동대문구 왕산로 19 (신설동),37.5766161,127.0256500,,http://www.starbucks.co.kr/
스타벅스 회기역사거리점,"카페,디저트>카페",서울특별시 동대문구 이문로 37 (회기동),37.5908698,127.0562793,,http://www.starbucks.co.kr/
스타벅스 경희대점,"카페,디저트>카페",서울특별시 동대문구 경희대로 16-1 (회기동),37.5929494,127.0527538,,http://www.starbucks.co.kr/
메가MGC커피 청량리역점,"카페,디저트>카페",서울특별시 동대문구 왕산로 225,37.5823495,127.0476259,,
